student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,final_grade,productivity_score
1228,27,Female,9.92,8.17,3.1,6.42,5.76,5.19,7,346,49,2,59.67,4,59,89.17,78.04
1229,20,Other,1.76,5.91,2.56,2.96,0.58,4.71,12,94,116,1,54.57,3,53,53.78,35.91
1230,29,Other,7.3,8.07,0.94,5.65,0.7,3.73,3,447,21,7,85.93,2,59,52.88,76.37
1231,22,Male,9.8,6.11,9.9,7.24,3.0,0.16,5,256,72,2,53.75,7,43,98.04,51.59
1232,25,Female,4.89,8.0,5.13,4.35,0.76,1.84,4,199,105,6,60.08,6,96,47.78,62.47
1233,17,Other,7.47,8.46,1.34,5.23,5.49,4.59,9,452,101,12,97.72,6,42,54.75,69.6
1234,29,Female,9.77,8.9,6.84,5.6,3.03,1.48,6,245,6,13,90.85,4,32,65.84,69.62
1235,21,Female,5.7,8.1,4.36,7.69,5.27,5.56,10,151,28,0,89.52,3,59,71.06,63.51
1236,27,Female,7.14,4.12,11.67,3.36,1.32,5.42,2,169,39,3,89.69,4,95,53.14,57.76
1237,23,Male,0.69,9.55,5.65,4.47,3.92,3.94,3,180,105,4,78.3,10,57,97.21,33.69
1238,17,Female,5.44,4.49,1.68,3.74,1.62,5.27,4,229,5,5,71.91,2,67,91.24,57.81
1239,20,Male,2.93,5.5,7.84,2.53,3.36,3.2,9,213,18,18,89.74,8,44,74.82,28.69
1240,22,Male,1.75,6.0,9.62,7.54,5.21,0.55,11,390,33,15,60.86,1,63,70.19,31.1
1241,18,Other,7.23,7.99,7.19,3.92,1.71,5.35,5,64,108,19,73.16,9,98,88.78,68.74
1242,26,Male,0.87,7.91,9.41,7.45,2.82,0.73,12,20,69,4,92.2,7,49,90.54,26.86
1243,21,Male,9.1,9.73,3.95,7.93,3.08,4.89,4,37,34,0,46.33,3,35,77.86,68.49
1244,27,Other,5.42,4.32,6.61,6.86,3.7,5.52,3,462,21,0,41.78,5,92,87.62,49.26
1245,26,Other,6.66,6.16,10.01,1.32,4.79,2.85,5,270,62,0,94.4,1,41,44.17,50.4
1246,17,Male,2.91,4.43,1.36,0.31,0.73,1.96,9,493,99,4,82.96,9,99,80.83,51.84
1247,22,Female,2.23,7.71,3.48,4.33,3.21,4.34,3,290,54,7,74.44,3,45,62.52,41.93
1248,22,Male,2.82,4.49,7.71,4.31,0.85,1.55,5,440,85,6,48.35,2,35,58.02,22.57
1249,29,Male,2.71,9.08,6.32,4.84,1.08,0.37,4,438,115,11,99.68,2,63,82.53,54.1
1250,20,Male,8.71,9.88,9.35,0.46,2.95,0.06,12,371,67,3,59.08,10,92,52.66,71.43
1251,29,Male,7.98,5.22,2.55,2.32,0.5,0.84,12,452,60,12,43.78,2,51,78.81,59.6
1252,24,Male,8.6,8.18,10.24,3.98,0.52,3.8,5,223,72,16,65.92,1,37,67.39,57.94
1253,20,Male,7.48,6.73,7.61,4.11,1.08,3.44,7,26,118,4,43.91,6,57,94.07,50.97
1254,24,Female,6.61,5.51,2.84,7.57,2.83,3.53,12,315,42,17,70.35,8,55,89.78,53.12
1255,29,Female,5.51,4.34,1.15,7.72,1.1,1.2,6,93,8,12,64.87,8,90,74.84,58.39
1256,24,Female,3.02,8.03,11.79,7.12,2.27,3.47,5,390,70,0,83.04,9,83,46.85,39.97
1257,21,Female,7.2,4.11,5.61,2.0,5.21,3.42,4,123,0,10,68.85,8,84,70.32,56.55
1258,29,Male,1.8,4.96,3.58,5.13,5.56,5.82,10,3,4,4,81.29,9,67,70.84,34.25
1259,20,Female,5.36,9.44,2.57,2.19,3.32,2.23,4,122,39,2,57.74,6,35,74.73,52.41
1260,28,Female,2.36,6.56,3.31,7.61,5.93,3.86,6,375,69,14,50.0,9,36,85.54,26.32
1261,29,Male,5.3,8.98,6.13,4.05,4.23,4.94,3,58,113,8,79.9,9,99,87.65,66.21
1262,18,Male,3.29,8.37,10.31,6.63,0.81,2.47,7,111,37,17,87.9,2,43,78.98,39.84
1263,27,Female,1.01,5.63,2.9,3.14,4.44,1.57,5,11,41,9,64.46,9,41,87.04,22.61
1264,19,Female,5.29,4.53,4.73,3.05,3.99,4.97,8,459,87,19,40.96,7,80,49.56,46.13
1265,19,Female,2.23,3.7,9.67,0.27,5.19,2.21,6,386,78,10,61.31,1,42,47.02,20.16
1266,20,Male,2.03,9.72,8.14,3.68,3.01,5.35,4,461,63,19,43.38,4,44,66.07,32.52
1267,20,Male,4.15,5.27,0.83,5.15,3.53,5.61,8,17,1,16,86.45,10,76,98.1,52.35
1268,26,Female,3.94,7.71,3.38,1.04,2.37,1.44,2,440,45,9,43.05,10,70,74.98,44.93
1269,27,Female,8.74,8.11,1.97,1.48,0.1,4.62,5,284,65,6,47.82,10,61,83.4,66.87
1270,27,Male,5.86,4.38,0.97,7.77,3.61,1.56,10,64,88,2,69.64,10,81,80.39,56.0
1271,21,Male,8.62,7.86,11.39,5.85,5.7,2.19,5,52,22,6,62.95,10,42,55.24,46.73
1272,20,Female,1.89,3.07,7.64,7.27,0.99,5.31,2,44,52,16,89.23,6,36,66.11,17.46
1273,27,Female,3.89,5.93,6.73,3.81,1.03,1.79,10,52,9,1,89.66,5,91,98.72,54.23
1274,26,Male,5.78,5.45,10.39,1.43,2.47,1.0,2,38,76,10,55.05,6,37,56.75,31.01
1275,24,Female,1.95,9.53,7.3,1.33,5.06,1.3,13,66,80,13,89.67,10,57,74.11,38.25
1276,22,Female,1.72,9.9,7.14,4.33,3.52,3.28,6,460,67,14,46.0,4,59,87.53,38.57
1277,22,Female,6.78,5.02,2.82,5.72,3.06,3.41,12,12,114,0,72.9,9,92,59.95,63.88
1278,24,Male,6.71,7.27,7.63,7.33,5.19,5.75,14,69,107,7,55.21,2,95,79.91,67.52
1279,23,Male,2.72,8.22,8.18,3.26,1.2,0.79,13,485,64,14,99.87,7,98,97.44,54.77
1280,26,Female,2.66,4.34,10.64,2.6,5.72,5.83,8,220,9,3,88.85,9,43,52.94,18.32
1281,27,Male,7.58,7.81,5.39,7.48,5.78,5.67,3,21,105,17,52.73,2,78,93.52,70.45
1282,28,Female,1.61,4.8,2.85,3.63,4.88,3.32,10,153,79,1,57.28,3,41,97.86,28.35
1283,26,Female,9.27,4.18,7.05,4.16,1.77,2.33,2,172,34,11,81.72,9,33,63.23,47.84
1284,29,Male,9.47,8.95,11.68,3.59,2.25,1.39,6,286,34,16,93.08,5,91,55.73,79.01
1285,24,Female,8.77,6.52,1.37,6.15,2.42,4.89,5,102,52,18,73.95,1,61,59.69,77.63
1286,18,Female,2.5,5.08,0.54,0.57,1.02,5.23,12,380,27,18,77.39,8,86,62.33,49.12
1287,25,Female,0.66,5.83,0.91,6.69,0.27,5.71,12,430,99,19,49.51,6,76,80.15,37.01
1288,17,Male,9.4,5.89,10.06,3.14,0.39,5.46,6,285,97,17,97.19,2,68,59.68,69.53
1289,24,Other,3.77,8.39,0.51,7.73,3.69,5.24,8,356,31,2,89.44,4,62,80.58,62.07
1290,28,Male,3.45,9.21,3.05,2.4,5.81,4.99,6,437,59,5,58.74,1,45,89.0,51.56
1291,27,Female,2.99,6.33,11.79,3.76,0.51,4.26,11,278,13,19,44.63,9,76,40.91,26.78
1292,28,Female,2.82,5.26,9.08,3.38,3.84,1.48,4,267,5,19,52.53,3,57,68.11,29.14
1293,28,Male,7.48,8.09,3.02,6.41,0.72,1.29,6,37,19,1,81.53,8,94,93.67,77.98
1294,20,Female,9.12,9.34,3.05,5.37,3.46,0.73,13,490,31,17,71.69,10,66,47.6,75.57
1295,20,Other,7.97,3.8,5.77,5.17,2.66,0.98,7,2,16,4,46.31,4,80,50.46,58.15
1296,21,Male,6.9,8.58,1.37,5.71,0.21,2.82,9,236,15,19,68.66,6,46,66.7,64.0
1297,24,Male,3.23,6.9,8.01,7.67,2.14,2.15,7,357,44,15,77.17,2,58,57.31,42.46
1298,21,Female,5.7,9.07,6.21,3.82,4.71,4.2,8,33,87,19,75.79,9,79,50.6,60.91
1299,24,Male,2.75,6.6,5.32,5.21,1.18,1.1,13,353,109,9,84.78,2,96,98.35,57.47
1300,26,Male,1.56,9.04,6.14,5.47,3.11,3.23,8,181,91,18,66.76,2,67,92.18,45.28
1301,17,Female,1.64,6.88,3.63,6.86,1.53,4.39,1,341,34,4,78.55,1,34,86.05,36.17
1302,28,Female,6.24,4.01,2.96,2.31,5.55,1.77,2,273,42,18,66.94,5,68,59.65,54.18
1303,26,Other,0.87,3.03,1.29,6.45,5.56,3.18,5,321,105,17,81.91,6,31,54.63,20.42
1304,25,Male,9.75,7.34,7.69,3.99,4.36,0.4,9,283,63,15,97.57,4,81,40.53,80.9
1305,22,Male,9.96,7.14,6.18,0.13,4.14,5.77,2,144,110,3,56.43,8,87,82.77,74.68
1306,19,Male,1.92,4.47,8.68,1.22,3.31,1.29,9,406,75,17,87.01,3,94,61.92,41.33
1307,29,Female,4.56,8.95,10.79,6.71,4.71,5.09,4,180,9,8,86.05,7,99,49.96,58.55
1308,24,Female,7.8,9.07,11.92,2.15,5.9,3.41,2,167,8,15,70.13,6,81,97.15,63.7
1309,25,Male,9.57,8.63,3.12,2.38,5.77,0.63,10,355,109,7,70.99,8,72,96.13,79.47
1310,22,Male,8.97,9.56,2.43,5.88,4.85,2.81,7,258,40,8,45.45,5,63,87.56,76.69
1311,27,Female,2.92,6.55,10.99,5.49,0.82,2.79,5,165,43,2,66.41,4,85,65.39,40.2
1312,23,Female,1.31,7.92,5.12,3.6,5.17,2.77,14,1,19,14,96.77,2,95,87.08,56.75
1313,17,Male,3.24,9.33,9.74,5.84,3.55,3.5,3,3,107,1,85.35,3,81,57.73,53.95
1314,21,Female,4.65,6.19,2.06,4.88,3.2,4.8,14,163,92,11,58.57,9,59,74.17,46.07
1315,21,Male,3.92,7.33,3.89,1.46,3.27,3.29,6,366,27,16,50.05,2,46,94.59,44.99
1316,26,Female,7.85,6.59,0.63,2.21,1.53,4.18,1,165,55,12,51.2,9,95,46.88,73.73
1317,20,Female,2.95,9.88,11.88,0.51,1.24,1.11,3,103,56,3,47.9,3,77,77.68,43.36
1318,22,Female,8.66,6.06,0.56,5.29,2.69,3.22,12,226,101,11,95.63,8,61,86.35,73.18
1319,23,Male,2.64,5.22,2.47,0.44,3.8,0.59,5,116,0,16,80.31,8,47,40.42,34.82
1320,25,Male,3.93,7.41,6.91,5.94,3.91,5.16,5,498,33,16,86.97,4,72,69.14,52.6
1321,17,Female,4.75,4.96,10.28,4.26,3.14,4.41,6,465,3,7,48.39,6,39,70.13,24.99
1322,22,Male,3.27,9.0,9.63,3.51,4.93,2.29,8,79,24,17,80.93,1,82,65.24,55.13
1323,23,Female,7.78,9.25,3.41,4.77,5.53,1.06,2,271,74,4,88.44,7,51,40.13,70.05
1324,19,Other,4.39,5.42,10.62,4.96,1.29,4.15,4,105,34,3,44.47,4,51,95.49,29.53
1325,24,Other,8.93,5.51,1.3,4.68,4.42,3.2,6,35,35,10,78.79,4,49,85.28,69.37
1326,21,Female,9.65,3.61,4.32,5.71,1.4,3.72,5,145,2,11,84.88,2,62,83.07,69.81
1327,25,Female,8.67,4.79,3.52,5.09,5.07,4.16,13,2,105,12,53.34,5,35,56.3,52.98
1328,21,Other,5.46,3.48,8.04,3.86,3.04,5.87,13,57,36,7,51.05,5,79,55.98,42.15
1329,25,Male,5.34,8.3,0.94,6.64,2.23,5.53,10,6,81,18,70.07,5,53,94.51,60.78
1330,26,Male,2.55,4.26,10.33,7.79,4.59,2.32,9,279,10,7,77.59,4,42,64.74,21.38
1331,20,Male,6.13,3.55,11.56,4.9,0.44,1.63,9,28,11,10,56.21,1,34,54.34,30.11
1332,25,Male,9.55,4.15,3.22,5.7,3.42,0.96,8,362,105,17,80.27,1,69,45.24,75.22
1333,21,Female,1.27,5.64,10.87,4.07,3.28,0.41,10,232,24,18,89.29,10,90,84.62,29.66
1334,26,Female,7.65,5.96,10.92,3.21,5.21,5.02,3,286,30,14,99.01,2,37,61.3,51.03
1335,25,Female,8.76,9.29,7.7,6.89,1.91,5.44,11,391,6,13,82.52,6,47,77.99,66.27
1336,19,Female,9.87,4.96,6.33,1.56,1.82,5.14,1,199,119,1,91.14,9,60,52.87,63.96
1337,20,Female,3.68,8.02,9.41,5.52,0.56,2.22,7,65,88,8,53.57,2,67,72.69,44.25
1338,25,Female,3.88,9.26,6.46,1.1,3.26,4.32,12,338,2,19,52.65,4,91,95.96,58.7
1339,26,Male,2.68,9.0,9.06,6.13,0.14,0.86,14,136,97,8,97.4,6,35,79.06,35.57
1340,27,Female,8.0,4.39,1.57,1.88,5.62,4.34,2,219,57,5,83.13,4,47,95.65,61.95
1341,22,Male,1.83,4.96,3.78,4.86,1.42,2.14,12,451,57,7,46.91,1,97,97.53,46.84
1342,18,Female,3.04,3.38,5.03,1.11,2.67,1.95,8,440,39,11,65.46,10,92,61.25,37.45
1343,23,Male,3.3,6.38,2.86,0.0,0.93,4.86,9,258,58,7,73.66,8,93,90.25,53.98
1344,18,Female,4.06,5.84,3.15,5.93,2.02,4.25,12,10,60,4,53.61,6,92,71.72,53.93
1345,27,Female,4.51,6.82,9.26,7.0,5.48,4.21,11,396,56,16,59.96,4,85,97.58,49.54
1346,18,Female,5.81,6.21,2.5,6.4,5.88,4.03,14,421,75,13,71.68,3,83,88.9,66.78
1347,27,Female,9.51,8.15,1.79,1.06,1.71,3.28,14,443,112,7,76.85,10,69,70.23,77.88
1348,17,Female,2.85,7.69,3.72,1.88,4.9,1.02,11,315,88,9,44.08,7,99,77.09,52.42
1349,27,Male,7.9,6.0,2.34,6.6,0.97,1.55,8,82,104,18,51.21,8,38,88.79,52.22
1350,27,Male,6.93,3.26,2.84,0.13,0.83,3.44,1,138,77,6,69.53,3,70,55.94,58.55
1351,28,Female,1.6,5.41,9.5,4.23,0.82,4.69,2,361,19,1,48.5,5,85,49.54,29.86
1352,27,Male,8.2,5.27,5.57,6.69,5.65,3.84,10,452,26,11,46.91,9,33,91.03,42.92
1353,19,Male,1.36,3.63,5.49,1.56,4.2,2.37,14,290,37,0,61.12,7,50,99.68,19.06
1354,22,Female,7.52,5.13,6.54,1.15,3.47,3.73,3,198,67,0,63.17,10,93,44.59,59.01
1355,24,Male,7.3,9.91,1.52,1.45,1.14,1.96,7,200,99,16,67.18,3,82,76.87,83.73
1356,25,Male,7.05,8.75,11.85,6.04,3.18,3.55,5,485,115,19,58.39,4,77,65.64,58.68
1357,23,Male,3.13,8.61,10.24,7.72,5.96,4.65,13,279,42,2,62.73,2,50,77.55,38.11
1358,20,Male,5.95,8.9,3.87,1.69,4.96,0.94,10,364,33,19,65.67,7,34,65.13,51.27
1359,22,Female,7.73,9.06,1.15,0.87,5.92,0.41,9,249,60,14,82.68,4,46,80.2,73.67
1360,21,Female,6.56,5.28,7.6,2.17,0.07,2.41,6,193,107,11,82.71,9,84,42.62,54.89
1361,24,Other,8.14,5.26,7.31,0.89,3.33,4.5,9,254,32,8,49.72,8,58,61.6,49.45
1362,17,Male,7.03,5.36,4.06,0.04,1.75,0.7,10,36,34,8,57.38,1,82,49.72,66.75
1363,17,Female,3.11,8.73,4.42,3.6,1.99,5.97,11,179,92,11,67.36,7,46,71.87,41.82
1364,29,Male,1.95,8.58,6.55,6.01,0.34,4.7,1,323,63,18,61.73,9,90,88.23,44.14
1365,27,Female,6.5,3.12,10.61,2.49,4.04,4.27,10,99,22,1,45.12,6,59,98.66,32.99
1366,22,Female,7.72,9.64,1.76,2.65,5.12,2.38,1,53,85,15,91.98,7,97,68.25,88.98
1367,26,Female,1.85,5.0,6.36,1.82,1.47,4.9,6,473,43,7,96.74,10,36,71.91,21.46
1368,28,Female,2.16,7.38,5.53,1.05,3.14,2.13,10,119,70,5,85.03,7,90,67.94,49.39
1369,18,Male,0.61,7.48,5.86,0.53,0.31,2.78,1,104,13,6,99.48,6,42,56.51,30.31
1370,21,Male,5.55,3.79,10.96,4.56,1.68,0.43,2,250,37,1,74.79,2,34,43.57,31.16
1371,17,Female,5.65,7.87,6.76,6.11,1.33,5.87,12,154,47,8,89.14,10,49,69.59,47.94
1372,23,Male,5.25,6.74,8.49,4.03,5.85,3.7,10,355,68,18,48.99,2,74,68.87,50.59
1373,17,Male,3.5,7.28,11.0,6.75,3.0,1.44,11,261,97,1,74.68,10,56,85.67,30.13
1374,20,Male,4.56,6.13,3.98,3.69,1.3,3.75,4,118,61,7,48.13,7,44,84.06,38.02
1375,25,Male,7.78,8.63,4.63,0.57,0.79,4.65,2,376,8,7,87.59,10,51,85.23,63.03
1376,17,Female,2.23,7.45,3.11,4.83,4.66,4.6,10,227,2,9,48.12,8,94,69.14,48.04
1377,20,Female,2.41,4.35,8.0,5.72,0.27,0.0,4,325,85,7,71.05,6,57,51.42,26.43
1378,22,Male,6.84,8.27,3.42,0.99,0.82,4.56,1,89,1,10,89.23,3,38,58.88,63.57
1379,22,Male,8.74,6.52,3.2,4.19,0.31,3.14,4,429,87,2,88.54,2,37,64.14,68.05
1380,28,Female,3.73,3.26,11.85,2.38,2.2,4.91,9,361,11,2,62.93,6,42,48.01,16.78
1381,29,Female,9.36,5.76,8.52,7.7,5.66,1.19,1,202,4,11,56.8,7,56,62.58,55.68
1382,24,Other,1.05,5.81,9.87,1.69,1.41,1.66,8,23,110,8,83.54,4,33,75.27,17.88
1383,17,Female,1.63,8.61,11.64,5.46,2.25,0.31,4,316,1,16,54.88,1,49,77.05,28.85
1384,23,Female,4.87,4.64,11.67,2.47,4.4,1.92,11,348,55,4,61.47,7,83,74.5,37.68
1385,17,Female,7.37,6.17,4.33,3.33,1.22,2.44,9,119,111,0,74.77,5,42,50.16,55.51
1386,29,Female,4.02,3.38,6.47,6.62,1.72,1.12,10,302,85,7,42.1,1,97,78.64,46.9
1387,23,Male,5.77,9.17,11.12,7.98,2.32,4.07,5,155,83,15,63.2,9,99,90.99,57.97
1388,19,Female,0.77,6.11,0.79,0.97,5.73,5.43,9,123,95,14,88.45,1,64,80.38,46.25
1389,27,Male,4.89,9.0,11.04,3.68,3.27,0.25,13,269,9,11,52.22,1,59,54.81,47.75
1390,24,Female,2.8,7.74,10.37,4.96,2.63,1.97,12,247,64,19,83.51,5,82,98.28,44.61
1391,19,Female,5.41,5.24,5.88,3.14,2.41,0.95,6,345,116,2,86.47,7,50,44.95,44.36
1392,29,Female,5.5,7.99,6.44,1.05,2.34,0.49,9,265,96,6,43.68,6,68,56.56,51.24
1393,17,Male,7.66,6.28,1.05,0.19,5.46,1.33,14,68,30,0,45.27,7,34,48.2,52.85
1394,29,Female,5.63,5.39,6.89,0.25,4.67,3.11,3,489,111,14,83.08,10,52,84.7,40.94
1395,29,Male,6.34,7.68,1.92,3.98,1.13,3.48,6,105,117,13,80.13,10,51,95.37,57.43
1396,24,Male,5.53,8.42,3.54,3.29,1.91,0.59,13,134,29,16,94.12,10,70,89.51,61.72
1397,19,Male,9.91,7.82,9.75,7.83,5.09,5.47,13,475,9,8,67.39,9,57,53.03,61.5
1398,18,Male,8.02,6.24,6.3,7.3,4.5,1.28,13,95,25,12,86.49,6,33,83.81,53.22
1399,17,Male,7.68,4.82,9.15,4.89,0.62,4.54,5,230,106,19,86.33,6,38,97.52,44.9
1400,19,Female,6.46,8.67,11.22,3.8,2.45,3.98,5,411,81,4,72.89,9,31,88.89,39.0
1401,18,Female,5.52,5.43,2.47,4.59,2.94,4.75,10,88,104,9,49.32,9,48,41.5,42.05
1402,18,Male,3.78,7.29,3.48,3.72,5.14,2.71,13,283,40,15,94.02,3,89,80.15,64.9
1403,22,Male,7.95,3.81,7.25,2.77,5.12,4.17,13,84,34,15,70.58,6,98,88.12,63.3
1404,28,Other,2.3,8.18,11.42,4.88,0.91,5.31,4,285,62,9,43.69,1,68,92.06,35.28
1405,17,Female,0.85,9.67,9.46,7.44,3.51,0.78,2,177,75,7,61.05,6,75,41.89,35.89
1406,18,Male,7.13,6.15,7.85,5.17,5.66,3.72,10,162,8,6,50.94,9,35,81.63,38.29
1407,22,Female,1.88,6.84,8.31,1.42,0.46,3.08,2,108,34,16,91.74,3,96,78.22,49.57
1408,19,Female,9.09,9.3,5.48,3.81,2.15,2.69,3,421,51,5,56.55,1,54,79.14,74.77
1409,20,Male,7.82,8.57,5.14,1.38,2.02,5.5,7,42,21,19,87.58,7,32,46.07,59.3
1410,17,Male,6.22,9.74,11.85,0.96,1.03,5.98,5,149,28,0,96.05,4,32,50.55,49.29
1411,24,Female,3.48,4.86,10.35,2.64,5.87,2.36,8,297,3,16,97.37,4,61,50.95,36.33
1412,29,Male,6.56,6.29,9.25,1.59,4.25,2.83,4,447,65,15,57.57,9,77,85.31,48.61
1413,23,Female,5.03,6.19,8.78,7.48,4.1,3.59,7,207,69,18,79.92,3,31,51.94,37.69
1414,23,Male,3.27,6.31,7.02,0.45,0.29,3.26,2,351,105,1,71.67,5,36,51.59,31.4
1415,19,Female,9.48,9.39,4.28,7.71,2.31,3.55,4,217,70,17,98.2,2,33,60.39,77.5
1416,26,Female,2.04,4.44,5.48,6.73,3.73,0.41,12,431,57,0,85.69,10,80,52.06,34.65
1417,26,Male,7.66,9.26,1.18,2.09,2.92,3.78,3,227,114,0,42.91,8,65,73.54,69.25
1418,19,Female,8.1,7.0,1.53,0.74,4.35,3.87,9,421,52,14,92.79,4,70,63.89,78.5
1419,18,Other,9.54,6.76,4.92,4.54,4.96,5.21,3,47,115,10,93.9,4,45,45.01,70.66
1420,28,Female,5.72,5.92,1.83,1.97,4.57,3.13,14,220,119,15,55.17,9,60,53.72,50.1
1421,17,Female,5.58,6.78,5.08,2.0,5.66,1.63,9,408,33,18,88.65,4,74,68.46,61.9
1422,23,Male,9.24,8.62,2.95,4.59,3.32,3.02,8,71,24,17,99.53,9,57,84.19,76.98
1423,23,Female,8.11,6.45,4.53,3.66,5.12,3.03,9,96,59,7,67.21,7,54,65.58,59.64
1424,28,Male,7.75,8.43,4.86,4.06,5.9,3.87,7,102,66,13,82.49,1,95,50.89,85.12
1425,18,Male,8.0,5.92,9.63,2.55,3.06,3.0,9,248,9,1,81.12,10,36,50.41,42.67
1426,23,Male,5.19,4.28,8.38,2.59,0.09,2.39,3,401,111,8,54.93,8,66,52.43,35.77
1427,29,Male,0.89,5.9,9.87,8.0,1.96,5.16,8,425,116,8,63.17,4,58,93.4,22.23
1428,24,Male,2.38,8.06,4.7,3.15,3.23,5.83,11,161,92,6,51.69,8,55,82.38,35.71
1429,17,Female,6.61,8.96,10.0,1.78,4.08,3.24,8,454,26,18,55.82,4,91,63.69,64.46
1430,25,Female,4.26,8.4,11.42,5.64,3.55,3.76,2,64,40,10,64.36,10,34,90.11,26.96
1431,23,Male,6.26,5.62,3.69,6.27,3.89,3.8,6,445,85,18,54.85,3,41,56.71,48.88
1432,19,Male,5.74,7.05,8.77,1.88,4.34,3.13,6,441,29,6,88.89,6,58,66.26,50.05
1433,24,Female,4.67,5.52,1.16,0.87,2.98,0.62,5,185,64,13,48.98,4,99,64.51,62.59
1434,23,Male,2.73,7.93,6.49,2.35,4.97,0.31,8,164,35,7,69.34,8,91,83.34,48.48
1435,27,Male,7.33,6.06,2.3,4.2,3.99,5.15,2,222,27,14,75.07,7,63,87.38,63.02
1436,29,Female,9.14,8.35,10.08,3.05,4.66,1.4,11,451,99,3,63.75,10,46,86.75,53.84
1437,24,Male,7.81,3.09,5.26,1.24,3.97,3.87,4,96,74,18,78.75,6,52,96.72,50.4
1438,22,Male,1.64,5.38,7.45,0.2,0.65,3.77,6,287,80,2,79.87,7,71,94.57,31.65
1439,25,Female,5.61,9.15,7.2,4.05,0.93,3.42,4,129,43,4,90.02,8,77,64.37,61.87
1440,21,Female,8.44,5.26,1.7,6.96,1.02,0.79,2,183,35,9,69.44,7,98,42.72,77.04
1441,19,Male,6.11,5.76,1.65,4.76,0.29,0.36,10,426,56,16,42.59,7,37,83.07,44.32
1442,19,Female,4.68,8.54,7.07,6.95,1.31,1.31,9,418,62,12,95.89,7,56,62.42,51.65
1443,17,Female,3.2,3.66,4.12,6.13,3.36,3.63,6,375,74,7,46.84,3,47,56.38,30.34
1444,28,Male,3.64,5.18,1.78,2.75,0.36,3.28,9,196,64,14,49.03,7,35,70.79,32.28
1445,24,Male,2.8,8.42,4.07,3.31,1.7,4.34,6,460,56,18,88.69,7,57,92.05,47.23
1446,18,Male,2.36,9.7,2.69,6.9,3.74,2.38,1,364,79,1,60.06,7,33,80.4,38.61
1447,19,Male,6.09,8.48,0.96,5.64,1.2,4.68,7,276,62,9,43.52,9,77,95.39,63.63
1448,24,Male,5.34,4.21,4.87,4.48,1.19,3.32,9,330,49,14,45.23,1,67,76.06,48.22
1449,24,Male,7.48,8.85,8.33,7.58,4.96,0.46,12,18,13,10,76.71,4,33,43.04,55.22
1450,27,Male,3.43,6.33,1.8,0.37,3.3,0.6,14,124,63,14,80.87,5,30,40.84,40.14
1451,20,Female,4.88,8.48,7.23,6.85,1.88,1.62,6,203,110,7,42.43,2,65,75.94,51.75
1452,20,Female,6.96,4.68,2.24,2.55,3.29,2.29,5,389,101,8,51.29,7,65,93.29,54.59
1453,21,Female,9.65,5.39,1.29,5.19,2.57,5.8,3,53,63,15,94.86,7,51,74.88,72.18
1454,22,Female,3.81,9.31,1.56,7.32,5.71,5.45,9,343,118,3,97.87,3,99,57.86,77.45
1455,21,Female,3.33,9.38,2.91,2.83,1.21,3.43,10,460,51,6,76.41,3,30,82.96,47.57
1456,23,Female,4.77,5.0,5.85,3.96,3.99,1.2,6,275,80,8,79.85,3,96,97.12,59.14
1457,18,Male,7.38,3.58,5.61,2.58,5.48,5.89,3,482,55,15,99.75,8,62,99.0,53.78
1458,23,Male,9.63,9.5,5.98,5.63,4.33,3.23,3,281,54,4,45.28,3,45,44.92,69.94
1459,26,Female,5.6,5.1,4.82,1.04,2.32,3.54,3,300,91,7,72.55,6,70,64.73,51.82
1460,23,Male,8.22,3.84,10.62,6.02,4.48,2.97,8,444,16,2,85.19,3,95,81.23,63.72
1461,17,Male,4.91,5.44,10.67,6.25,1.39,3.15,7,261,62,14,53.43,1,46,54.33,34.82
1462,23,Female,0.88,4.97,8.07,0.53,4.3,4.34,10,204,79,7,96.95,10,50,40.72,18.99
1463,21,Female,9.0,3.56,4.23,3.2,4.72,1.08,6,72,104,12,79.05,9,79,43.6,64.02
1464,19,Female,3.25,9.89,2.63,5.57,2.26,2.98,6,269,117,10,52.74,6,55,69.35,50.08
1465,29,Male,1.82,5.06,8.52,0.75,3.33,0.9,14,450,84,9,92.97,9,52,52.13,23.65
1466,19,Male,9.96,4.91,11.96,6.35,3.39,1.11,1,15,15,17,45.75,3,41,41.14,48.08
1467,20,Female,3.8,5.94,9.92,5.14,3.34,2.73,8,11,58,18,99.13,9,78,91.68,41.72
1468,29,Male,1.8,5.9,4.27,3.71,1.2,1.36,5,306,32,4,50.07,2,54,84.51,33.96
1469,28,Male,3.46,6.04,2.71,0.76,3.79,5.73,14,292,13,18,83.5,7,99,91.94,58.61
1470,18,Female,5.38,9.35,9.9,0.57,2.44,0.77,7,355,104,14,56.93,1,97,92.85,65.72
1471,18,Female,1.34,3.42,5.13,1.96,0.8,5.9,6,437,87,11,43.88,6,77,94.28,26.02
1472,17,Female,3.85,9.59,7.23,6.32,0.33,5.65,2,70,80,3,67.25,9,69,83.8,48.06
1473,21,Female,6.85,7.66,0.99,7.12,4.94,4.9,8,346,114,3,97.57,3,60,79.2,74.37
1474,20,Male,9.2,7.88,9.77,1.98,4.55,3.45,1,274,94,13,55.32,3,90,89.04,73.77
